RawKind,vegan,lactoVeg,ovoVeg,lactoOvoVeg,pescoVeg,polloVeg
홍합살,1,1,1,1,0,0
홍합짬뽕베이스,1,1,1,1,0,0
홍합농축분말,1,1,1,1,0,0
홍합조미추출물,1,1,1,1,0,0
홍합맛분말,1,1,1,1,0,0
홍합가루,1,1,1,1,0,0
홍합포함,1,1,1,1,0,0
홍합베이스분말,1,1,1,1,0,0
홍합분말,1,1,1,1,0,0
홍합볼,1,1,1,1,0,0
건조홍합,1,1,1,1,0,0
오징어조미분말홍합엑기스분말,1,1,1,1,0,0
홍합추출물,1,1,1,1,0,0
멸치홍합스톡,1,1,1,1,0,0
홍합조미분,1,1,1,1,0,0
홍합엑기스분말,1,1,1,1,0,0
볶은참깨가루,0,0,0,0,0,0
참깨향,0,0,0,0,0,0
볶음참깨분,0,0,0,0,0,0
참깨와김고명,0,0,0,0,0,0
볶음참깨,0,0,0,0,0,0
조미참깨용조미액,0,0,0,0,0,0
참깨강정,0,0,0,0,0,0
검정참깨페이스트,0,0,0,0,0,0
솔솔참깨,0,0,0,0,0,0
검은참깨,0,0,0,0,0,0
조미참깨,0,0,0,0,0,0
참깨분말,0,0,0,0,0,0
농가참깨가루,0,0,0,0,0,0
조미참깨용,0,0,0,0,0,0
참깨씨즈닝오일,0,0,0,0,0,0
볶음참깨분말,0,0,0,0,0,0
볶은참깨분말,0,0,0,0,0,0
참깨향기름,0,0,0,0,0,0
참깨추출유,0,0,0,0,0,0
볶은참깨,0,0,0,0,0,0
검은참깨페이스트,0,0,0,0,0,0
참깨가루,0,0,0,0,0,0
참맛참깨,0,0,0,0,0,0
농가볶은참깨,0,0,0,0,0,0
고소한참깨야채볶음,0,0,0,0,0,0
흑볶음참깨,0,0,0,0,0,0
볶음흑참깨,0,0,0,0,0,0
찹쌀풀참깨흑임자드레싱,0,0,0,0,0,0
참깨조미분말,0,0,0,0,0,0
국산참깨,0,0,0,0,0,0
볶음검은참깨,0,0,0,0,0,0
통참깨,0,0,0,0,0,0
참깨버터분말,0,0,0,0,0,0
옛날볶음참깨분말,0,0,0,0,0,0
유기농참깨,0,0,0,0,0,0
참깨,0,0,0,0,0,0
검정참깨,0,0,0,0,0,0
볶음참깨가루,0,0,0,0,0,0
탈지참깨분말,0,0,0,0,0,0
맛있는참깨야채볶음,0,0,0,0,0,0
볶은참깨분,0,0,0,0,0,0
토미토,0,0,0,0,0,0
토마투,0,0,0,0,0,0
토마토함유식품,0,0,0,0,0,0
토마토함유,0,0,0,0,0,0
토마토페이스트,0,0,0,0,0,0
유기농토마토페이스트,0,0,0,0,0,0
방울토마토페이스트,0,0,0,0,0,0
토마토페이스토,0,0,0,0,0,0
토마토케챂,0,0,0,0,0,0
토마토페이스트,0,0,0,0,0,0
토마토케첩,0,0,0,0,0,0
토마토캐찹,0,0,0,0,0,0
토마토케첩골드,0,0,0,0,0,0
건조토마토,0,0,0,0,0,0
토마토페잇트,0,0,0,0,0,0
부이토니토마토쿨리,0,0,0,0,0,0
토마토색소,0,0,0,0,0,0
토마토퓨레시럽,0,0,0,0,0,0
토마토통조림,0,0,0,0,0,0
토마토스파게티소스,0,0,0,0,0,0
토마토파우다,0,0,0,0,0,0
유기농토마토페이스트,0,0,0,0,0,0
토마토찹,0,0,0,0,0,0
토마토과즙,0,0,0,0,0,0
커리토마토소스,0,0,0,0,0,0
토마토크러쉬드,0,0,0,0,0,0
토마토소스,0,0,0,0,0,0
토마토함량,0,0,0,0,0,0
토마토페이스,0,0,0,0,0,0
토마토스파케티소스,0,0,0,0,0,0
방울토마토,0,0,0,0,0,0
토마토홀,0,0,0,0,0,0
필드프럼토마토,0,0,0,0,0,0
토마토로,0,0,0,0,0,0
토마토농축액,0,0,0,0,0,0
토마토향미유,0,0,0,0,0,0
토마토엔바질맛시즈닝,0,0,0,0,0,0
토마토캐챂,0,0,0,0,0,0
방울토마토페이스트,0,0,0,0,0,0
토마토스파게티소스분말,0,0,0,0,0,0
동결건조토마토스파게티,0,0,0,0,0,0
마르게리타다이스토마토,0,0,0,0,0,0
토마토캐첩,0,0,0,0,0,0
토마토스페이스,0,0,0,0,0,0
토마토가공품,0,0,0,0,0,0
콘센트레이티드크러쉬드토마토,0,0,0,0,0,0
맥앤토마토소스,0,0,0,0,0,0
토마토퓨레,0,0,0,0,0,0
토마토주스,0,0,0,0,0,0
토마틴,0,0,0,0,0,0
토마토페이스트함량은가용성고형분,0,0,0,0,0,0
토마토펄프,0,0,0,0,0,0
토마토쥬수,0,0,0,0,0,0
홀토마토,0,0,0,0,0,0
파인리찹토마토,0,0,0,0,0,0
유기농토마토파우더,0,0,0,0,0,0
토마토쥬스,0,0,0,0,0,0
볶음토마토분말,0,0,0,0,0,0
칠리토마토소스,0,0,0,0,0,0
다이스드토마토,0,0,0,0,0,0
토마토케찹,0,0,0,0,0,0
토마토농축퓨레,0,0,0,0,0,0
토마토레드,0,0,0,0,0,0
생가득토마토소스,0,0,0,0,0,0
홀필드토마토,0,0,0,0,0,0
벨오또콘센트레이티드크러쉬드토마토,0,0,0,0,0,0
토마토다이스,0,0,0,0,0,0
당근캐비지토마토소테,0,0,0,0,0,0
농축토마토,0,0,0,0,0,0
토마토향,0,0,0,0,0,0
상큼한토마토케찹,0,0,0,0,0,0
토마토스테이크소스,0,0,0,0,0,0
칠리토마토스파게티소스,0,0,0,0,0,0
토마토피자소스,0,0,0,0,0,0
토마토,0,0,0,0,0,0
크러시드토마토,0,0,0,0,0,0
토마토즙으로,0,0,0,0,0,0
동결건조토마토분말,0,0,0,0,0,0
크러쉬드토마토,0,0,0,0,0,0
토마토분말,0,0,0,0,0,0
토마토분,0,0,0,0,0,0
토마토케쳡,0,0,0,0,0,0
콜스그라운드토마토,0,0,0,0,0,0
자연드림상큼한토마토케찹,0,0,0,0,0,0
토마토쿨리,0,0,0,0,0,0
다이스토마토,0,0,0,0,0,0
토마토페이스토,0,0,0,0,0,0
토마토케챂,0,0,0,0,0,0
토마토페이스트,0,0,0,0,0,0
토마토케첩,0,0,0,0,0,0
토마토캐찹,0,0,0,0,0,0
토마토케첩골드,0,0,0,0,0,0
건조토마토,0,0,0,0,0,0
토마토페잇트,0,0,0,0,0,0
부이토니토마토쿨리,0,0,0,0,0,0
토마토색소,0,0,0,0,0,0
토마토퓨레시럽,0,0,0,0,0,0
토마토통조림,0,0,0,0,0,0
토마토스파게티소스,0,0,0,0,0,0
토마토파우다,0,0,0,0,0,0
유기농토마토페이스트,0,0,0,0,0,0
토마토찹,0,0,0,0,0,0
토마토과즙,0,0,0,0,0,0
커리토마토소스,0,0,0,0,0,0
토마토크러쉬드,0,0,0,0,0,0
토마토소스,0,0,0,0,0,0
토마토함량,0,0,0,0,0,0
토마토페이스,0,0,0,0,0,0
토마토스파케티소스,0,0,0,0,0,0
방울토마토,0,0,0,0,0,0
토마토홀,0,0,0,0,0,0
필드프럼토마토,0,0,0,0,0,0
토마토로,0,0,0,0,0,0
토마토농축액,0,0,0,0,0,0
토마토향미유,0,0,0,0,0,0
토마토엔바질맛시즈닝,0,0,0,0,0,0
토마토캐챂,0,0,0,0,0,0
방울토마토페이스트,0,0,0,0,0,0
토마토스파게티소스분말,0,0,0,0,0,0
동결건조토마토스파게티,0,0,0,0,0,0
마르게리타다이스토마토,0,0,0,0,0,0
토마토캐첩,0,0,0,0,0,0
토마토스페이스,0,0,0,0,0,0
토마토가공품,0,0,0,0,0,0
콘센트레이티드크러쉬드토마토,0,0,0,0,0,0
맥앤토마토소스,0,0,0,0,0,0
토마토퓨레,0,0,0,0,0,0
토마토주스,0,0,0,0,0,0
토마토페이스트함량은가용성고형분,0,0,0,0,0,0
토마토펄프,0,0,0,0,0,0
토마토쥬수,0,0,0,0,0,0
홀토마토,0,0,0,0,0,0
파인리찹토마토,0,0,0,0,0,0
유기농토마토파우더,0,0,0,0,0,0
토마토쥬스,0,0,0,0,0,0
볶음토마토분말,0,0,0,0,0,0
칠리토마토소스,0,0,0,0,0,0
다이스드토마토,0,0,0,0,0,0
토마토케찹,0,0,0,0,0,0
토마토농축퓨레,0,0,0,0,0,0
토마토레드,0,0,0,0,0,0
생가득토마토소스,0,0,0,0,0,0
홀필드토마토,0,0,0,0,0,0
벨오또콘센트레이티드크러쉬드토마토,0,0,0,0,0,0
토마토다이스,0,0,0,0,0,0
당근캐비지토마토소테,0,0,0,0,0,0
농축토마토,0,0,0,0,0,0
토마토향,0,0,0,0,0,0
상큼한토마토케찹,0,0,0,0,0,0
토마토스테이크소스,0,0,0,0,0,0
칠리토마토스파게티소스,0,0,0,0,0,0
토마토피자소스,0,0,0,0,0,0
토마토,0,0,0,0,0,0
크러시드토마토,0,0,0,0,0,0
토마토즙으로,0,0,0,0,0,0
동결건조토마토분말,0,0,0,0,0,0
크러쉬드토마토,0,0,0,0,0,0
토마토분말,0,0,0,0,0,0
토마토분,0,0,0,0,0,0
토마토케쳡,0,0,0,0,0,0
콜스그라운드토마토,0,0,0,0,0,0
자연드림상큼한토마토케찹,0,0,0,0,0,0
토마토쿨리,0,0,0,0,0,0
다이스토마토,0,0,0,0,0,0
토마도,0,0,0,0,0,0
헤이즐넛초코크림,0,0,0,0,0,0
헤이즐넛페이스트,0,0,0,0,0,0
천연헤이즐넛행,0,0,0,0,0,0
헤이즐넛프랄린,0,0,0,0,0,0
헤이즐넛분말,0,0,0,0,0,0
헤이즐넛페이스트분말,0,0,0,0,0,0
헤이즐넛액,0,0,0,0,0,0
천연헤이즐넛향,0,0,0,0,0,0
헤이즐넛,0,0,0,0,0,0
구운헤이즐넛,0,0,0,0,0,0
헤이즐넛향,0,0,0,0,0,0
헤이즐넛초코시럽,0,0,0,0,0,0
헤이즐넛스프레드위드코코아,0,0,0,0,0,0
호두함유,0,0,0,0,0,0
호두마른정과,0,0,0,0,0,0
호두알갱이,0,0,0,0,0,0
콩고물호두,0,0,0,0,0,0
호두향,0,0,0,0,0,0
호두,0,0,0,0,0,0
호두혼합견과페이스트,0,0,0,0,0,0
호두유,0,0,0,0,0,0
호두이상국산,0,0,0,0,0,0
당코팅호두분태,0,0,0,0,0,0
호두분태,0,0,0,0,0,0
호두살,0,0,0,0,0,0
허니버터호두,0,0,0,0,0,0
호두분,0,0,0,0,0,0
호두향분말,0,0,0,0,0,0
호두액,0,0,0,0,0,0
호두페이스트,0,0,0,0,0,0
호두분말,0,0,0,0,0,0
호도,0,0,0,0,0,0
키위그레이프식초,0,0,0,0,0,0
키위시럽,0,0,0,0,0,0
그린키위퓨레,0,0,0,0,0,0
그린키위,0,0,0,0,0,0
키위농축과실즙,0,0,0,0,0,0
키위,0,0,0,0,0,0
키위홀청크,0,0,0,0,0,0
키위퓨레,0,0,0,0,0,0
키위추출물,0,0,0,0,0,0
냉동키위,0,0,0,0,0,0
키위과즙분말,0,0,0,0,0,0
천연키위향,0,0,0,0,0,0
키위향,0,0,0,0,0,0
키위맛,0,0,0,0,0,0
골드키위농축퓨레,0,0,0,0,0,0
키위농축액,0,0,0,0,0,0
골든키위,0,0,0,0,0,0
골드키위,0,0,0,0,0,0
키위씨앗,0,0,0,0,0,0
골드키위퓨레,0,0,0,0,0,0
딸기키위혼합농축과즙,0,0,0,0,0,0
키위가당퓨레,0,0,0,0,0,0
키위농축과즙,0,0,0,0,0,0
참존키위,0,0,0,0,0,0
골드키위농축액,0,0,0,0,0,0
키위즙,0,0,0,0,0,0
키위엑키스,0,0,0,0,0,0
키위퓨레시드인,0,0,0,0,0,0
사과식초,0,0,0,0,0,0
발효사과농축액,0,0,0,0,0,0
친환경사과과즙,0,0,0,0,0,0
유기농사과농주스농축액,0,0,0,0,0,0
사과발효식초,0,0,0,0,0,0
사과퓌레,0,0,0,0,0,0
사과즙,0,0,0,0,0,0
내열성사과필링,0,0,0,0,0,0
가당사과다이스,0,0,0,0,0,0
청사과색소,0,0,0,0,0,0
사과퓨레잼,0,0,0,0,0,0
사과즙분말,0,0,0,0,0,0
국내산사과농축과즙,0,0,0,0,0,0
사과칩,0,0,0,0,0,0
천얀사과향,0,0,0,0,0,0
사과쥬스,0,0,0,0,0,0
사과다이스잼,0,0,0,0,0,0
동결건조생생사과,0,0,0,0,0,0
유기농사과퓨레,0,0,0,0,0,0
동결건조사과분말,0,0,0,0,0,0
사과분말향,0,0,0,0,0,0
생사과,0,0,0,0,0,0
사과농충액,0,0,0,0,0,0
사과농축과즙,0,0,0,0,0,0
사과농축액,0,0,0,0,0,0
유기농사과농축과즙,0,0,0,0,0,0
사과과즙으로,0,0,0,0,0,0
사과식초농축사과즙,0,0,0,0,0,0
사과후레바,0,0,0,0,0,0
사과농축액크리어,0,0,0,0,0,0
사과시즈닝분말,0,0,0,0,0,0
사과향분말,0,0,0,0,0,0
사과농축과실즙,0,0,0,0,0,0
유기농사과즙,0,0,0,0,0,0
사과과즙,0,0,0,0,0,0
사과분,0,0,0,0,0,0
코팅사과산,0,0,0,0,0,0
청사과레진,0,0,0,0,0,0
새콤달콤사과소스,0,0,0,0,0,0
당근사과즙,0,0,0,0,0,0
현미사과식초,0,0,0,0,0,0
사과향,0,0,0,0,0,0
유기농사과농축액,0,0,0,0,0,0
유기사과,0,0,0,0,0,0
사과혼탁농축과즙,0,0,0,0,0,0
천연사과농축과즙,0,0,0,0,0,0
발효사과분말,0,0,0,0,0,0
사과퓨레,0,0,0,0,0,0
저농약사과,0,0,0,0,0,0
동결건조사과,0,0,0,0,0,0
사과다이스,0,0,0,0,0,0
사과로,0,0,0,0,0,0
동결건조사과가루,0,0,0,0,0,0
사과청정농축액,0,0,0,0,0,0
천연사과향,0,0,0,0,0,0
사과과실즙으로,0,0,0,0,0,0
사과착즙액,0,0,0,0,0,0
사과청정,0,0,0,0,0,0
사과,0,0,0,0,0,0
사과농축과즙액,0,0,0,0,0,0
사과과즙농축액,0,0,0,0,0,0
사과산,0,0,0,0,0,0
사과맛,0,0,0,0,0,0
당적사과다이스,0,0,0,0,0,0
사과페이스트,0,0,0,0,0,0
사과혼탁쥬스,0,0,0,0,0,0
사과냉동다이스,0,0,0,0,0,0
사과에센스,0,0,0,0,0,0
농축사과즙,0,0,0,0,0,0
사과쨈,0,0,0,0,0,0
사과다이스사과,0,0,0,0,0,0
사과혼합농축과즙,0,0,0,0,0,0
사과농축크라우디,0,0,0,0,0,0
사과잼,0,0,0,0,0,0
사과시럽,0,0,0,0,0,0
청사과농축액,0,0,0,0,0,0
사과후레이버,0,0,0,0,0,0
사과맛소스,0,0,0,0,0,0
사과추출물,0,0,0,0,0,0
사과농축엑기스,0,0,0,0,0,0
유기농골든사과농축과즙,0,0,0,0,0,0
유리농골든사과주스농축액,0,0,0,0,0,0
사과배소불고기양념,0,0,0,0,0,0
농축사과과즙액,0,0,0,0,0,0
환만사과식초,0,0,0,0,0,0
건조사과,0,0,0,0,0,0
사과맛필링,0,0,0,0,0,0
농축사과과즙,0,0,0,0,0,0
농축사과과실즙,0,0,0,0,0,0
사과농축분말,0,0,0,0,0,0
마늘사과식초,0,0,0,0,0,0
사과향혼합제제,0,0,0,0,0,0
가당사과,0,0,0,0,0,0
농죽사과즙,0,0,0,0,0,0
사과청징농축액,0,0,0,0,0,0
유기농사과쥬스농축액,0,0,0,0,0,0
사과과즙으로환원기준,0,0,0,0,0,0
유기농사과식초,0,0,0,0,0,0
사과올리고당믹스,0,0,0,0,0,0
사과분말,0,0,0,0,0,0
혼합사과농축액,0,0,0,0,0,0
사과즙식초,0,0,0,0,0,0
사과과즙분말,0,0,0,0,0,0
배퓨레배,0,0,0,0,0,0
배퓌레,0,0,0,0,0,0
배,0,0,0,0,0,0
배엑기스,0,0,0,0,0,0
유자와배,0,0,0,0,0,0
유기농배농축액,0,0,0,0,0,0
발효배농축액,0,0,0,0,0,0
천연배향,0,0,0,0,0,0
배과즙,0,0,0,0,0,0
배칩,0,0,0,0,0,0
배농축,0,0,0,0,0,0
배농축과즙액,0,0,0,0,0,0
배과즙으로,0,0,0,0,0,0
배과즙농축액,0,0,0,0,0,0
배농출액,0,0,0,0,0,0
농축배쥬스,0,0,0,0,0,0
배착즙액,0,0,0,0,0,0
배즙,0,0,0,0,0,0
배음료,0,0,0,0,0,0
유기농배농축과즙,0,0,0,0,0,0
배향,0,0,0,0,0,0
배농축과즙,0,0,0,0,0,0
배쥬스농축액,0,0,0,0,0,0
자두과즙으로,0,0,0,0,0,0
자두맛,0,0,0,0,0,0
자두농축과즙,0,0,0,0,0,0
자두농축액,0,0,0,0,0,0
자두향,0,0,0,0,0,0
자두,0,0,0,0,0,0
자두농축과실즙,0,0,0,0,0,0
체리추출농축물분말,0,0,0,0,0,0
체리과즙농축액,0,0,0,0,0,0
체리레드,0,0,0,0,0,0
천연라즈베리체리향,0,0,0,0,0,0
건조체리,0,0,0,0,0,0
다크스위트체리농축분말,0,0,0,0,0,0
체리초코볼,0,0,0,0,0,0
디종체리스피릿,0,0,0,0,0,0
다크스위트체리베이스,0,0,0,0,0,0
체리농축액,0,0,0,0,0,0
체리맛,0,0,0,0,0,0
다크스위트체리농축과즙,0,0,0,0,0,0
마라시노레드체리,0,0,0,0,0,0
천연체리향,0,0,0,0,0,0
체리농축액분발,0,0,0,0,0,0
체리향,0,0,0,0,0,0
체리농축과즙,0,0,0,0,0,0
체리향분말,0,0,0,0,0,0
체리,0,0,0,0,0,0
체리농축퓨레,0,0,0,0,0,0
디중체리스피릿,0,0,0,0,0,0
체리향키베이스,0,0,0,0,0,0
다크스위트체리농축액,0,0,0,0,0,0
체리농축과실즙,0,0,0,0,0,0
체리시럽,0,0,0,0,0,0
체리너겟,0,0,0,0,0,0
딸기체리시럽,0,0,0,0,0,0
체리농축분말,0,0,0,0,0,0
자두과즙으로,0,0,0,0,0,0
자두맛,0,0,0,0,0,0
자두농축과즙,0,0,0,0,0,0
자두농축액,0,0,0,0,0,0
자두향,0,0,0,0,0,0
자두,0,0,0,0,0,0
자두농축과실즙,0,0,0,0,0,0
유기농보리쌀,0,0,0,0,0,0
보리혼합추출액,0,0,0,0,0,0
검정보리,0,0,0,0,0,0
보리가루,0,0,0,0,0,0
강황찰보리,0,0,0,0,0,0
보리풀,0,0,0,0,0,0
새싹보리,0,0,0,0,0,0
유기농보리추출액,0,0,0,0,0,0
볶음보리분,0,0,0,0,0,0
볶은보리분말,0,0,0,0,0,0
홍국찰보리,0,0,0,0,0,0
볶은겉보리,0,0,0,0,0,0
맥문동보리추출액배합성분비,0,0,0,0,0,0
무농약찰보리분말,0,0,0,0,0,0
통보리,0,0,0,0,0,0
검정보리쌀,0,0,0,0,0,0
발아겉보리,0,0,0,0,0,0
발아쌀보리,0,0,0,0,0,0
자수정찰보리쌀,0,0,0,0,0,0
볶음보리분말,0,0,0,0,0,0
유기농볶은보리,0,0,0,0,0,0
보리증류식소주원액,0,0,0,0,0,0
발아보리분말,0,0,0,0,0,0
구운보리새우우린육수,0,0,0,0,0,0
유기농보리가루,0,0,0,0,0,0
쌀보리분말,0,0,0,0,0,0
쌀보리,0,0,0,0,0,0
세이보리분말,0,0,0,0,0,0
볶은보리추출액,0,0,0,0,0,0
보리건빵,0,0,0,0,0,0
보리쌀,0,0,0,0,0,0
무농약새싹보리,0,0,0,0,0,0
검은콩보리밥,0,0,0,0,0,0
보리추출파우더,0,0,0,0,0,0
보리엿기름추출액,0,0,0,0,0,0
보리플레이크,0,0,0,0,0,0
찰보리가루,0,0,0,0,0,0
겉보리,0,0,0,0,0,0
보리분말,0,0,0,0,0,0
늘보리,0,0,0,0,0,0
유기농찰보리쌀,0,0,0,0,0,0
무농약보리분말,0,0,0,0,0,0
보리추출분말,0,0,0,0,0,0
보리추출액,0,0,0,0,0,0
검정콩보리밥,0,0,0,0,0,0
깨보리가루,0,0,0,0,0,0
압착보리,0,0,0,0,0,0
보리,0,0,0,0,0,0
로스트세이보리엑기스,0,0,0,0,0,0
찐보리,0,0,0,0,0,0
국산보리,0,0,0,0,0,0
보리당근농축액,0,0,0,0,0,0
무농약찰보리,0,0,0,0,0,0
동결건조보리분말,0,0,0,0,0,0
발아보리,0,0,0,0,0,0
겉보리엿기름,0,0,0,0,0,0
보리싹,0,0,0,0,0,0
무농약보리,0,0,0,0,0,0
보리엿기름,0,0,0,0,0,0
유기농보리현미추출액,0,0,0,0,0,0
보리농축액,0,0,0,0,0,0
보리증류식소주원맥,0,0,0,0,0,0
뮤슬리보리,0,0,0,0,0,0
찰보리,0,0,0,0,0,0
보리추출농축액,0,0,0,0,0,0
유기농보리,0,0,0,0,0,0
보리분,0,0,0,0,0,0
보리어린잎분말,0,0,0,0,0,0
보리맥아추출물,0,0,0,0,0,0
유기통찰보리쌀,0,0,0,0,0,0
유기농발아찰보리,0,0,0,0,0,0
통보리분말,0,0,0,0,0,0
조미보리멸,0,0,0,0,0,0
볶은보리,0,0,0,0,0,0
